-3.2,-3.2,1.00012051383931
-3.1,-3.2,1.00026487674257
-3,-3.2,1.00056779736051
-2.9,-3.2,1.00118709520216
-2.8,-3.2,1.00242058516927
-2.7,-3.2,1.00481390842445
-2.6,-3.2,1.00933722703118
-2.5,-3.2,1.01766365814005
-2.4,-3.2,1.0325901246105
-2.3,-3.2,1.05864541030823
-2.2,-3.2,1.1029259004708
-2.1,-3.2,1.17618054910837
-2,-3.2,1.29412631455804
-1.9,-3.2,1.47890838516922
-1.8,-3.2,1.76052525261169
-1.7,-3.2,2.17792455412136
-1.6,-3.2,2.77936051308315
-1.5,-3.2,3.62151930587332
-1.4,-3.2,4.76690623575698
-1.3,-3.2,6.27909159988854
-1.2,-3.2,8.21566269365954
-1.1,-3.2,10.6191320531405
-1,-3.2,13.5065691396986
-0.9,-3.2,16.8592676216863
-0.8,-3.2,20.6142047804647
-0.7,-3.2,24.6592471245342
-0.6,-3.2,28.8338814954205
-0.5,-3.2,32.9366431116701
-0.4,-3.2,36.739411285195
-0.3,-3.2,40.0075039829717
-0.2,-3.2,42.5232718460904
-0.1,-3.2,44.109958988702
0,-3.2,44.6522155187614
0.1,-3.2,44.109958988705
0.2,-3.2,42.5232718460964
0.3,-3.2,40.0075039829809
0.399999999999999,-3.2,36.7394112852074
0.5,-3.2,32.9366431116857
0.6,-3.2,28.8338814954392
0.7,-3.2,24.659247124556
0.8,-3.2,20.6142047804892
0.899999999999999,-3.2,16.8592676217131
1,-3.2,13.5065691397273
1.1,-3.2,10.6191320531703
1.2,-3.2,8.21566269368971
1.3,-3.2,6.27909159991834
1.4,-3.2,4.76690623578569
1.5,-3.2,3.6215193059003
1.6,-3.2,2.77936051310787
1.7,-3.2,2.17792455414344
1.8,-3.2,1.76052525263093
1.9,-3.2,1.47890838518558
2,-3.2,1.2941263145716
2.1,-3.2,1.17618054911934
2.2,-3.2,1.10292590047945
2.3,-3.2,1.05864541031488
2.4,-3.2,1.03259012461549
2.5,-3.2,1.0176636581437
2.6,-3.2,1.00933722703379
2.7,-3.2,1.00481390842626
2.8,-3.2,1.0024205851705
2.9,-3.2,1.00118709520298
3,-3.2,1.00056779736104
3.1,-3.2,1.0002648767429
3.2,-3.2,1.00012051383952
3.3,-3.2,1.00005347769214
3.4,-3.2,1.0000231446719
3.5,-3.2,1.00000976949328
3.6,-3.2,1.00000402194092
3.7,-3.2,1.00000161488638
3.8,-3.2,1.0000006323986
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
